date,date_id,year,month,day,week_number,day_of_week
2017-06-06,698,2017,6,6,23,1
2017-06-07,699,2017,6,7,23,2
2017-06-08,700,2017,6,8,23,3
2017-06-09,701,2017,6,9,23,4
2017-06-10,702,2017,6,10,23,5
2017-06-11,703,2017,6,11,23,6
2017-06-12,704,2017,6,12,24,0
2017-06-13,705,2017,6,13,24,1
2017-06-14,706,2017,6,14,24,2
2017-06-15,707,2017,6,15,24,3
2017-06-16,708,2017,6,16,24,4
2017-06-17,709,2017,6,17,24,5
2017-06-18,710,2017,6,18,24,6
2017-06-19,711,2017,6,19,25,0
2017-06-20,712,2017,6,20,25,1
2017-06-21,713,2017,6,21,25,2
2017-06-22,714,2017,6,22,25,3
2017-06-23,715,2017,6,23,25,4
2017-06-24,716,2017,6,24,25,5
2017-06-25,717,2017,6,25,25,6
2017-06-26,718,2017,6,26,26,0
2017-06-27,719,2017,6,27,26,1
2017-06-28,720,2017,6,28,26,2
2017-06-29,721,2017,6,29,26,3
2017-06-30,722,2017,6,30,26,4
2017-07-01,723,2017,7,1,26,5
2017-07-02,724,2017,7,2,26,6
2017-07-03,725,2017,7,3,27,0
2017-07-04,726,2017,7,4,27,1
2017-07-05,727,2017,7,5,27,2
2017-07-06,728,2017,7,6,27,3
2017-07-07,729,2017,7,7,27,4
2017-07-08,730,2017,7,8,27,5
2017-07-09,731,2017,7,9,27,6
2017-07-10,732,2017,7,10,28,0
2017-07-11,733,2017,7,11,28,1
2017-07-12,734,2017,7,12,28,2
2017-07-13,735,2017,7,13,28,3
2017-07-14,736,2017,7,14,28,4
2017-07-15,737,2017,7,15,28,5
2017-07-16,738,2017,7,16,28,6
2017-07-17,739,2017,7,17,29,0
2017-07-18,740,2017,7,18,29,1
2017-07-19,741,2017,7,19,29,2
2017-07-20,742,2017,7,20,29,3
2017-07-21,743,2017,7,21,29,4
2017-07-22,744,2017,7,22,29,5
2017-07-23,745,2017,7,23,29,6
2017-07-24,746,2017,7,24,30,0
2017-07-25,747,2017,7,25,30,1
2017-07-26,748,2017,7,26,30,2
2017-07-27,749,2017,7,27,30,3
2017-07-28,750,2017,7,28,30,4
2017-07-29,751,2017,7,29,30,5
2017-07-30,752,2017,7,30,30,6
2017-07-31,753,2017,7,31,31,0
2017-08-01,754,2017,8,1,31,1
2017-08-02,755,2017,8,2,31,2
2017-08-03,756,2017,8,3,31,3
2017-08-04,757,2017,8,4,31,4
2017-08-05,758,2017,8,5,31,5
2017-08-06,759,2017,8,6,31,6
2017-08-07,760,2017,8,7,32,0
2017-08-08,761,2017,8,8,32,1
2017-08-09,762,2017,8,9,32,2
2017-08-10,763,2017,8,10,32,3
2017-08-11,764,2017,8,11,32,4
2017-08-12,765,2017,8,12,32,5
2017-08-13,766,2017,8,13,32,6
2017-08-14,767,2017,8,14,33,0
2017-08-15,768,2017,8,15,33,1
2017-08-16,769,2017,8,16,33,2
2017-08-17,770,2017,8,17,33,3
2017-08-18,771,2017,8,18,33,4
2017-08-19,772,2017,8,19,33,5
2017-08-20,773,2017,8,20,33,6
2017-08-21,774,2017,8,21,34,0
2017-08-22,775,2017,8,22,34,1
2017-08-23,776,2017,8,23,34,2
2017-08-24,777,2017,8,24,34,3
2017-08-25,778,2017,8,25,34,4
2017-08-26,779,2017,8,26,34,5
2017-08-27,780,2017,8,27,34,6
2017-08-28,781,2017,8,28,35,0
2017-08-29,782,2017,8,29,35,1
2017-08-30,783,2017,8,30,35,2
2017-08-31,784,2017,8,31,35,3
2015-12-09,785,2015,12,9,50,2
2016-01-11,786,2016,1,11,2,0
2016-01-20,787,2016,1,20,3,2
2017-03-21,788,2017,3,21,12,1
2015-12-16,789,2015,12,16,51,2
2015-11-22,790,2015,11,22,47,6
2016-01-24,791,2016,1,24,3,6
2016-03-06,792,2016,3,6,9,6
2016-11-13,793,2016,11,13,45,6
2015-05-06,794,2015,5,6,19,2
2015-04-22,795,2015,4,22,17,2
2015-06-23,796,2015,6,23,26,1
2015-05-11,797,2015,5,11,20,0
2015-05-29,798,2015,5,29,22,4
2015-05-19,799,2015,5,19,21,1
2015-06-19,800,2015,6,19,25,4
2015-05-23,801,2015,5,23,21,5
2015-05-18,802,2015,5,18,21,0
2015-06-02,803,2015,6,2,23,1
2015-06-29,804,2015,6,29,27,0
2015-06-16,805,2015,6,16,25,1
2015-06-18,806,2015,6,18,25,3
2015-06-12,807,2015,6,12,24,4
2015-06-09,808,2015,6,9,24,1
2015-05-26,809,2015,5,26,22,1
2015-04-15,810,2015,4,15,16,2
2015-05-13,811,2015,5,13,20,2
2015-05-20,812,2015,5,20,21,2
2015-05-12,813,2015,5,12,20,1
2015-06-17,814,2015,6,17,25,2
2015-05-01,815,2015,5,1,18,4
2015-03-30,816,2015,3,30,14,0
2015-06-03,817,2015,6,3,23,2
2015-06-26,818,2015,6,26,26,4
2015-05-14,819,2015,5,14,20,3
2015-05-07,820,2015,5,7,19,3
2015-05-28,821,2015,5,28,22,3
2015-04-13,822,2015,4,13,16,0
2015-03-25,823,2015,3,25,13,2
2015-06-27,824,2015,6,27,26,5
2015-06-08,825,2015,6,8,24,0
2015-06-22,826,2015,6,22,26,0
2015-06-24,827,2015,6,24,26,2
2015-03-05,828,2015,3,5,10,3
2015-06-01,829,2015,6,1,23,0
2015-04-24,830,2015,4,24,17,4
2015-05-27,831,2015,5,27,22,2
2015-04-06,832,2015,4,6,15,0
2015-04-11,833,2015,4,11,15,5
2015-06-25,834,2015,6,25,26,3
2015-06-05,835,2015,6,5,23,4
2015-06-30,836,2015,6,30,27,1
2015-06-13,837,2015,6,13,24,5
2015-06-11,838,2015,6,11,24,3
2015-04-29,839,2015,4,29,18,2
2015-06-04,840,2015,6,4,23,3
2015-06-15,841,2015,6,15,25,0
2015-04-23,842,2015,4,23,17,3
2015-05-25,843,2015,5,25,22,0
2015-04-17,844,2015,4,17,16,4
2015-05-15,845,2015,5,15,20,4
2015-05-09,846,2015,5,9,19,5
2015-03-17,847,2015,3,17,12,1
2015-05-22,848,2015,5,22,21,4
2015-04-04,849,2015,4,4,14,5
2015-05-04,850,2015,5,4,19,0
2015-06-06,851,2015,6,6,23,5
2015-03-28,852,2015,3,28,13,5
2015-05-16,853,2015,5,16,20,5
2015-04-20,854,2015,4,20,17,0
2015-03-31,855,2015,3,31,14,1
2015-05-30,856,2015,5,30,22,5
2015-04-14,857,2015,4,14,16,1
2015-03-24,858,2015,3,24,13,1
2015-05-21,859,2015,5,21,21,3
2015-06-20,860,2015,6,20,25,5
2015-04-10,861,2015,4,10,15,4
2015-01-02,862,2015,1,2,1,4
2014-11-18,863,2014,11,18,47,1
2015-04-07,864,2015,4,7,15,1
2015-01-18,865,2015,1,18,3,6
2015-01-22,866,2015,1,22,4,3
2015-01-01,867,2015,1,1,1,3
2015-04-18,868,2015,4,18,16,5
2017-09-01,869,2017,9,1,35,4
2015-04-03,870,2015,4,3,14,4
2015-01-21,871,2015,1,21,4,2
2015-01-28,872,2015,1,28,5,2
2015-01-29,873,2015,1,29,5,3
2015-01-30,874,2015,1,30,5,4
2015-02-02,875,2015,2,2,6,0
2015-02-05,876,2015,2,5,6,3
2015-02-06,877,2015,2,6,6,4
2015-02-09,878,2015,2,9,7,0
2015-02-10,879,2015,2,10,7,1
2015-02-11,880,2015,2,11,7,2
2015-02-12,881,2015,2,12,7,3
2015-02-19,882,2015,2,19,8,3
2015-02-20,883,2015,2,20,8,4
2015-02-23,884,2015,2,23,9,0
2015-02-24,885,2015,2,24,9,1
2015-02-25,886,2015,2,25,9,2
2015-02-26,887,2015,2,26,9,3
2015-02-27,888,2015,2,27,9,4
2015-03-03,889,2015,3,3,10,1
2015-03-04,890,2015,3,4,10,2
2015-03-06,891,2015,3,6,10,4
2015-03-09,892,2015,3,9,11,0
2015-03-11,893,2015,3,11,11,2
2015-03-12,894,2015,3,12,11,3
2015-03-18,895,2015,3,18,12,2
2015-04-02,896,2015,4,2,14,3
2015-06-14,897,2015,6,14,24,6
2015-04-08,898,2015,4,8,15,2
2015-04-16,899,2015,4,16,16,3
2015-04-25,900,2015,4,25,17,5
2015-04-28,901,2015,4,28,18,1
2015-05-08,902,2015,5,8,19,4
2017-09-06,903,2017,9,6,36,2
2017-09-09,904,2017,9,9,36,5
2017-09-02,905,2017,9,2,35,5
2017-09-03,906,2017,9,3,35,6
2017-09-04,907,2017,9,4,36,0
2017-09-05,908,2017,9,5,36,1
2017-09-07,909,2017,9,7,36,3
2017-09-08,910,2017,9,8,36,4
2017-09-10,911,2017,9,10,36,6
2017-09-12,912,2017,9,12,37,1
2017-09-14,913,2017,9,14,37,3
2015-04-30,914,2015,4,30,18,3
2015-04-21,915,2015,4,21,17,1
2015-04-05,916,2015,4,5,14,6
2015-03-13,917,2015,3,13,11,4
2015-05-05,918,2015,5,5,19,1
2015-03-29,919,2015,3,29,13,6
2015-06-10,920,2015,6,10,24,2
2015-04-27,921,2015,4,27,18,0
2014-10-17,922,2014,10,17,42,4
2015-01-20,923,2015,1,20,4,1
2015-02-17,924,2015,2,17,8,1
2015-03-10,925,2015,3,10,11,1
2015-03-23,926,2015,3,23,13,0
